timestamp,distance
2025-11-18T21:07:29,40.28
2025-11-18T21:07:30,24.18
2025-11-18T21:07:30,23.33
2025-11-18T21:07:30,23.27
2025-11-18T21:07:31,17.54
2025-11-18T21:07:31,86.74
2025-11-18T21:07:31,86.37
2025-11-18T21:07:31,86.2
2025-11-18T21:07:31,85.1
2025-11-18T21:07:31,85.2
2025-11-18T21:07:31,83.32
2025-11-18T21:07:31,82.29
2025-11-18T21:07:32,81.1
2025-11-18T21:07:32,80.35
2025-11-18T21:07:32,79.22
2025-11-18T21:07:32,77.66
2025-11-18T21:07:32,76.53
2025-11-18T21:07:32,75.87
2025-11-18T21:07:32,7.9
2025-11-18T21:07:32,74.3
2025-11-18T21:07:33,76.41
2025-11-18T21:07:33,76.55
2025-11-18T21:07:33,74.48
2025-11-18T21:07:33,73.54
2025-11-18T21:07:33,66.03
2025-11-18T21:07:33,71.15
2025-11-18T21:07:33,69.17
2025-11-18T21:07:33,63.79
2025-11-18T21:07:33,107.27
2025-11-18T21:07:33,72.03
2025-11-18T21:07:33,64.17
2025-11-18T21:07:33,62.69
2025-11-18T21:07:33,63.64
2025-11-18T21:07:33,60.9
2025-11-18T21:07:33,61.43
2025-11-18T21:07:33,57.9
2025-11-18T21:07:33,57.18
2025-11-18T21:07:34,56.9
2025-11-18T21:07:34,55.76
2025-11-18T21:07:34,55.03
2025-11-18T21:07:34,52.64
2025-11-18T21:07:34,51.99
2025-11-18T21:07:34,50.23
2025-11-18T21:07:34,47.92
2025-11-18T21:07:34,48.59
2025-11-18T21:07:34,45.98
2025-11-18T21:07:34,45.08
2025-11-18T21:07:34,43.63
2025-11-18T21:07:34,43.44
2025-11-18T21:07:34,42.51
2025-11-18T21:07:34,42.26
2025-11-18T21:07:34,40.13
2025-11-18T21:07:34,13.67
2025-11-18T21:07:35,39.5
2025-11-18T21:07:35,39.06
2025-11-18T21:07:35,37.18
2025-11-18T21:07:36,36.37
2025-11-18T21:07:36,27.05
2025-11-18T21:07:36,24.28
2025-11-18T21:07:37,22.12
2025-11-18T21:07:37,16.66
2025-11-18T21:07:37,31.09
2025-11-18T21:07:38,35.37
2025-11-18T21:07:38,32.54
2025-11-18T21:07:38,47.07
2025-11-18T21:07:39,45.39
2025-11-18T21:07:39,36.47
2025-11-18T21:07:39,57.23
2025-11-18T21:07:39,62.72
2025-11-18T21:07:40,51.76
2025-11-18T21:07:40,57.61
2025-11-18T21:07:40,68.74
2025-11-18T21:07:40,75.33
2025-11-18T21:07:40,80.18
2025-11-18T21:07:41,129.13
2025-11-18T21:07:41,122.26
2025-11-18T21:07:41,124.8
2025-11-18T21:07:41,98.43
2025-11-18T21:07:42,129.64
2025-11-18T21:07:42,77.6
2025-11-18T21:07:42,85.16
2025-11-18T21:07:42,124.26
2025-11-18T21:07:42,129.61
2025-11-18T21:07:43,122.59
2025-11-18T21:07:43,78.9
2025-11-18T21:07:43,92.25
2025-11-18T21:07:43,114.72
2025-11-18T21:07:43,75.72
2025-11-18T21:07:43,75.76
2025-11-18T21:07:44,75.72
2025-11-18T21:07:44,90.88
2025-11-18T21:07:44,62.58
2025-11-18T21:07:44,62.39
2025-11-18T21:07:45,92.4
2025-11-18T21:07:45,92.51
2025-11-18T21:07:45,90.41
2025-11-18T21:07:45,80.08
2025-11-18T21:07:45,76.84
2025-11-18T21:07:46,75.84
2025-11-18T21:07:46,66.42
2025-11-18T21:07:46,64.14
2025-11-18T21:07:46,63.9
2025-11-18T21:07:46,52.79
2025-11-18T21:07:46,51.32
2025-11-18T21:07:47,50.47
2025-11-18T21:07:47,40.94
2025-11-18T21:07:47,38.09
2025-11-18T21:07:48,37.97
2025-11-18T21:07:48,25.91
2025-11-18T21:07:48,21.33
2025-11-18T21:07:49,17.51
2025-11-18T21:07:49,37.17
2025-11-18T21:07:49,36.7
2025-11-18T21:07:50,24.46
2025-11-18T21:07:50,45.2
2025-11-18T21:07:50,51.29
2025-11-18T21:07:50,52.87
2025-11-18T21:07:51,36.49
2025-11-18T21:07:51,38.4
2025-11-18T21:07:51,39.53
2025-11-18T21:07:51,32.61
2025-11-18T21:07:52,36.75
2025-11-18T21:07:52,37.18
2025-11-18T21:07:52,14.88
