timestamp,distance
2025-11-30T02:00:56,73.73
2025-11-30T02:00:59,-2
2025-11-30T02:19:57,27.33
2025-11-30T02:19:59,-2
2025-11-30T02:20:01,66.41
2025-11-30T02:37:24,155.6
2025-11-30T02:37:26,43.34
2025-11-30T02:37:28,36.74
2025-11-30T02:37:30,-2
2025-11-30T02:37:32,39.61
2025-11-30T02:37:34,-2
2025-11-30T02:37:36,107.55
2025-11-30T02:37:39,13.2
2025-11-30T02:37:41,18.19
2025-11-30T02:37:43,89.13
2025-11-30T02:37:45,7.03
2025-11-30T02:37:47,72.69
2025-11-30T02:37:49,137.8
2025-11-30T02:37:51,113.65
2025-11-30T02:37:54,-2
2025-11-30T02:37:56,107.14
2025-11-30T02:37:58,69.01
2025-11-30T02:38:00,50.25
2025-11-30T02:38:02,136.85
2025-11-30T02:38:04,99.55
2025-11-30T02:38:06,6.62
2025-11-30T02:38:08,85.38
2025-11-30T02:38:10,-2
2025-11-30T02:38:13,16.68
2025-11-30T02:38:15,62.97
2025-11-30T02:38:17,65.57
2025-11-30T02:56:32,36.95
2025-11-30T02:56:35,18.92
2025-11-30T02:56:37,43.84
2025-11-30T02:56:39,110.57
2025-11-30T03:01:53,19.8
2025-11-30T03:01:55,18.54
2025-11-30T03:01:58,15.91
2025-11-30T03:02:00,56.96
2025-11-30T03:02:02,9.36
2025-11-30T03:02:04,16.7
2025-11-30T03:02:06,16.59
2025-11-30T03:02:09,26.93
2025-11-30T03:02:11,24.5
2025-11-30T03:08:44,23.07
2025-11-30T03:08:46,84.77
2025-11-30T03:08:48,88.12
2025-11-30T13:12:08,99.9
2025-11-30T13:20:35,71.55
2025-11-30T13:20:37,68.25
2025-11-30T13:20:39,26.53
2025-11-30T13:20:42,16.91
2025-11-30T13:20:44,15.21
2025-11-30T13:20:46,16.93
2025-11-30T13:20:48,14.95
2025-11-30T13:20:50,45.34
2025-11-30T13:20:53,-2
2025-11-30T13:20:55,113.95
2025-11-30T13:20:57,103.47
2025-11-30T13:20:59,10.08
2025-11-30T13:21:01,18.35
2025-11-30T13:21:03,6.92
2025-11-30T13:21:05,78.81
2025-11-30T13:21:07,78.51
2025-11-30T13:21:09,66.55
2025-11-30T13:21:11,65.05
2025-11-30T13:21:13,129.66
2025-11-30T13:21:15,102.2
2025-11-30T13:21:17,68.42
2025-11-30T13:42:32,32.08
2025-11-30T13:42:34,-2
2025-11-30T13:42:36,46.91
2025-11-30T13:42:38,28.84
2025-11-30T13:42:40,52.03
2025-11-30T13:42:42,64.22
2025-11-30T13:42:44,132.86
2025-11-30T13:42:46,9.7
2025-11-30T13:42:49,-2
2025-11-30T13:42:51,-2
2025-11-30T13:42:53,176.67
2025-11-30T13:42:55,-2
2025-11-30T13:42:58,-2
2025-11-30T13:43:00,13.51
2025-11-30T13:43:02,57.74
2025-11-30T13:43:04,90.14
2025-11-30T13:43:06,102.82
2025-11-30T13:43:08,92.63
2025-11-30T13:43:10,79.06
2025-11-30T13:43:12,145.46
2025-11-30T13:43:14,11.79
2025-11-30T13:43:17,133.45
2025-11-30T13:43:19,106.8
2025-11-30T14:13:49,99.23
2025-11-30T14:13:51,77.31
2025-11-30T16:26:19,31.7
2025-11-30T16:26:21,71.86
2025-11-30T16:26:23,35.3
2025-11-30T16:26:25,26.05
2025-11-30T16:26:27,57.82
2025-11-30T16:26:29,33.91
2025-11-30T16:28:05,122.55
2025-11-30T16:28:07,104.35
2025-11-30T16:28:09,106.48
2025-11-30T16:28:11,85.76
2025-11-30T16:28:13,15.96
2025-11-30T16:28:15,68.87
2025-11-30T16:28:17,61.89
2025-11-30T16:28:19,55.27
2025-11-30T16:28:21,44.44
2025-11-30T16:28:23,57.04
2025-11-30T16:28:25,71.44
2025-11-30T16:28:27,69.6
2025-11-30T16:28:29,69.67
2025-11-30T17:18:37,67.54
2025-11-30T17:18:40,-2
