timestamp,distance
2025-11-19T00:30:40,73.32
2025-11-19T00:30:50,24.67
2025-11-19T00:30:50,45.47
2025-11-19T00:30:50,29.99
2025-11-19T00:30:50,25.83
2025-11-19T00:30:50,22.19
2025-11-19T00:30:51,20.75
2025-11-19T00:30:51,15.95
2025-11-19T00:30:51,23.58
2025-11-19T00:30:51,23.37
2025-11-19T00:30:52,22.18
2025-11-19T00:30:52,19.3
2025-11-19T00:30:52,30.1
2025-11-19T00:30:52,29.85
2025-11-19T00:30:53,30.57
2025-11-19T00:30:53,27.74
2025-11-19T00:30:53,38.19
2025-11-19T00:30:53,37.08
2025-11-19T00:30:53,58.63
2025-11-19T00:30:53,16.39
2025-11-19T00:30:54,56.92
2025-11-19T00:30:54,37.09
2025-11-19T00:30:54,56.79
2025-11-19T00:30:54,56.7
2025-11-19T00:30:54,56.31
2025-11-19T00:30:54,53.7
2025-11-19T00:30:54,52.58
2025-11-19T00:30:54,51.54
2025-11-19T00:30:54,58.17
2025-11-19T00:30:54,62.42
2025-11-19T00:30:54,59.65
2025-11-19T00:30:55,57.05
2025-11-19T00:30:55,56.92
2025-11-19T00:30:55,56.56
2025-11-19T00:30:55,54.53
2025-11-19T00:30:55,53.53
2025-11-19T00:30:55,57.14
2025-11-19T00:30:55,57.26
2025-11-19T00:30:55,51.95
2025-11-19T00:30:55,50.95
2025-11-19T00:30:55,47.03
2025-11-19T00:30:55,60.18
2025-11-19T00:30:55,105.59
2025-11-19T00:30:55,94.4
2025-11-19T00:30:55,115.64
2025-11-19T00:30:55,72.03
2025-11-19T00:30:55,115.21
2025-11-19T00:30:55,87.92
2025-11-19T00:30:55,114.43
2025-11-19T00:30:56,86.77
2025-11-19T00:30:56,117.43
2025-11-19T00:30:56,115.26
2025-11-19T00:30:56,114.29
2025-11-19T00:30:56,114.38
2025-11-19T00:30:56,119.6
2025-11-19T00:30:56,115.17
2025-11-19T00:30:56,71.26
2025-11-19T00:30:56,119.51
2025-11-19T00:30:57,71.67
2025-11-19T00:30:57,115.27
2025-11-19T00:30:57,116.52
2025-11-19T00:30:57,66.96
2025-11-19T00:30:58,119.64
2025-11-19T00:30:58,70.84
2025-11-19T00:30:58,114.81
2025-11-19T00:30:58,113.11
2025-11-19T00:30:58,116.51
2025-11-19T00:30:58,60.88
2025-11-19T00:30:59,77.09
2025-11-19T00:31:01,53.58
2025-11-19T00:31:02,48.33
2025-11-19T00:34:20,60.61
