timestamp,distance
2025-11-01T14:04:12,50.37
2025-11-01T14:04:12,50.3
2025-11-01T14:04:12,50.27
2025-11-01T14:04:12,49.45
2025-11-01T14:04:12,50.18
2025-11-01T14:04:12,50.1
2025-11-01T14:04:12,48.49
2025-11-01T14:04:12,48.01
2025-11-01T14:04:12,48.02
2025-11-01T14:04:13,46.56
2025-11-01T14:04:13,45.87
2025-11-01T14:04:13,44.62
2025-11-01T14:04:13,43.81
2025-11-01T14:04:13,45.2
2025-11-01T14:04:13,44.6
2025-11-01T14:04:13,42.74
2025-11-01T14:04:13,41.18
2025-11-01T14:04:13,40.0
2025-11-01T14:04:13,39.46
2025-11-01T14:04:13,37.4
2025-11-01T14:04:13,33.86
2025-11-01T14:04:13,32.08
2025-11-01T14:04:13,104.38
2025-11-01T14:04:13,179.39
2025-11-01T14:04:13,261.43
2025-11-01T14:04:13,83.74
2025-11-01T14:04:14,-2
2025-11-01T14:04:14,-2
2025-11-01T14:04:15,142.3
2025-11-01T14:04:15,146.14
2025-11-01T14:04:15,144.29
2025-11-01T14:04:15,143.74
2025-11-01T14:04:15,142.7
2025-11-01T14:04:15,140.48
2025-11-01T14:04:15,136.61
2025-11-01T14:04:15,138.66
2025-11-01T14:04:15,162.15
2025-11-01T14:04:15,130.37
2025-11-01T14:04:15,136.41
2025-11-01T14:04:15,165.28
2025-11-01T14:04:15,127.69
2025-11-01T14:04:15,296.7
2025-11-01T14:04:15,122.71
2025-11-01T14:04:15,134.83
2025-11-01T14:04:15,124.03
2025-11-01T14:04:15,154.78
2025-11-01T14:04:15,154.33
2025-11-01T14:04:15,126.83
2025-11-01T14:04:15,125.87
2025-11-01T14:04:15,121.72
2025-11-01T14:04:16,95.57
2025-11-01T14:04:16,94.22
2025-11-01T14:04:16,83.33
2025-11-01T14:04:16,81.78
2025-11-01T14:04:16,169.85
2025-11-01T14:04:16,91.18
2025-11-01T14:04:16,90.75
2025-11-01T14:04:16,78.87
2025-11-01T14:04:16,78.64
2025-11-01T14:04:16,78.02
2025-11-01T14:04:17,76.88
2025-11-01T14:04:17,65.54
2025-11-01T14:04:17,66.22
2025-11-01T14:04:17,64.64
2025-11-01T14:04:17,64.84
2025-11-01T14:04:17,54.66
2025-11-01T14:04:17,53.62
2025-11-01T14:04:17,52.97
2025-11-01T14:04:18,67.53
2025-11-01T14:04:18,43.99
2025-11-01T14:04:18,41.98
2025-11-01T14:04:18,41.79
2025-11-01T14:04:19,41.65
2025-11-01T14:04:19,36.98
2025-11-01T14:04:19,37.68
2025-11-01T14:04:19,57.09
2025-11-01T14:04:19,47.01
2025-11-01T14:04:19,45.44
2025-11-01T14:04:19,45.24
2025-11-01T14:04:20,46.67
2025-11-01T14:04:20,36.51
2025-11-01T14:04:20,61.04
2025-11-01T14:04:20,-2
2025-11-01T14:04:21,37.02
2025-11-01T14:04:21,38.72
2025-11-01T14:04:22,54.98
2025-11-01T14:04:22,36.96
2025-11-01T14:04:22,6.99
2025-11-01T14:04:23,13.1
2025-11-01T14:04:23,-2
2025-11-01T14:04:24,57.73
2025-11-01T14:04:24,204.89
2025-11-01T14:04:24,94.4
2025-11-01T14:04:24,111.29
2025-11-01T14:04:24,92.33
2025-11-01T14:04:25,183.46
